id,source_group,source_name,url,scope
q54230,geo_nz,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54231,geo_nationalgeographic,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54232,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54233,geo_worldfactbook,CIA World Factbook,https://www.cia.gov/the-world-factbook/,Ülke ve sınır bilgileri
q54234,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54235,geo_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54236,geo_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54237,geo_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54238,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54239,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54240,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54241,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54242,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54243,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54244,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54245,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54246,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54247,ent_lotr,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54248,ent_harrypotter,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54249,ent_starwars,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54250,ent_classic_film,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54251,ent_horror,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54252,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54253,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54254,ent_games,"Resmî yapım, yayıncı ve eser jeneriği / BFI",https://www.bfi.org.uk/,"Film, dizi, oyun ve müzik eser bilgisi"
q54255,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54256,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54257,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54258,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54259,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54260,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54261,hist_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54262,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54263,hist_medicine,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54264,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54265,hist_britannica,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54266,hist_japan,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54267,hist_japan,Encyclopaedia Britannica / ilgili resmî arşiv,https://www.britannica.com/,Tarihsel bilgi
q54268,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54269,hist_ottoman,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54270,hist_turkish_republic,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54271,hist_turkish_republic,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54272,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54273,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54274,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54275,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54276,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54277,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54278,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54279,art_music,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54280,art_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54281,art_louvre,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54282,art_museum,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54283,art_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54284,art_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54285,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54286,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54287,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54288,lit_britannica,"Britannica / ilgili müze, yayıncı veya eser kaydı",https://www.britannica.com/,Sanat ve edebiyat
q54289,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54290,sci_ocean,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54291,sci_birds,Britannica / ilgili bilim kurumu,https://www.britannica.com/science,Bilimsel genel bilgi
q54292,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54293,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54294,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54295,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54296,sci_smithsonian,Smithsonian Institution,https://www.si.edu/,"Doğa tarihi, kültür ve tarih"
q54297,sci_nature,Britannica / ilgili bilim kurumu,https://www.britannica.com/science,Bilimsel genel bilgi
q54298,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54299,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54300,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54301,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54302,sci_nasa,NASA,https://science.nasa.gov/,"Uzay, astronomi ve görev tarihi"
q54303,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54304,sci_nih,NIH / NLM,https://www.nih.gov/,İnsan biyolojisi ve tıp tarihi
q54305,sport_fifa,FIFA,https://www.fifa.com/,Futbol tarihi ve turnuvalar
q54306,sport_fifa,FIFA,https://www.fifa.com/,Futbol tarihi ve turnuvalar
q54307,sport_fifa,FIFA,https://www.fifa.com/,Futbol tarihi ve turnuvalar
q54308,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54309,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54310,sport_nba_rules,NBA,https://www.nba.com/,Basketbol kuralları ve tarihi
q54311,sport_itf,International Tennis Federation,https://www.itftennis.com/,Tenis kuralları ve tarihi
q54312,sport_itf,International Tennis Federation,https://www.itftennis.com/,Tenis kuralları ve tarihi
q54313,sport_fivb,FIVB,https://www.fivb.com/,Voleybol kuralları
q54314,sport_fivb,FIVB,https://www.fivb.com/,Voleybol kuralları
q54315,sport_fide,FIDE,https://www.fide.com/,Satranç kuralları
q54316,sport_fide,FIDE,https://www.fide.com/,Satranç kuralları
q54317,sport_fia,FIA,https://www.fia.com/,Motor sporları kuralları
q54318,sport_fia,FIA,https://www.fia.com/,Motor sporları kuralları
q54319,sport_boxing,İlgili uluslararası spor federasyonu,https://www.olympics.com/,Spor kuralı ve tarih kaydı
q54320,sport_boxing,İlgili uluslararası spor federasyonu,https://www.olympics.com/,Spor kuralı ve tarih kaydı
q54321,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54322,geo_volcano,USGS,https://www.usgs.gov/,"Jeoloji, yanardağ ve doğal oluşumlar"
q54323,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54324,geo_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54325,geo_usgs,USGS,https://www.usgs.gov/,"Jeoloji, yanardağ ve doğal oluşumlar"
q54326,geo_volcano,USGS,https://www.usgs.gov/,"Jeoloji, yanardağ ve doğal oluşumlar"
q54327,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54328,geo_volcano,USGS,https://www.usgs.gov/,"Jeoloji, yanardağ ve doğal oluşumlar"
q54329,geo_usgs,USGS,https://www.usgs.gov/,"Jeoloji, yanardağ ve doğal oluşumlar"
q54330,geo_iceland,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54331,geo_nps,U.S. National Park Service,https://www.nps.gov/,Millî parklar ve tarihî alanlar
q54332,geo_unesco,UNESCO,https://www.unesco.org/,"Kültürel miras, tarih ve gelenek"
q54333,geo_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54334,geo_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54335,geo_unep,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54336,geo_britannica,Encyclopaedia Britannica / ilgili resmî coğrafya kurumu,https://www.britannica.com/,Coğrafya ve yer bilgisi
q54337,geo_noaa,NOAA,https://www.noaa.gov/,"Okyanus, atmosfer ve deniz yaşamı"
q54338,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54339,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54340,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54341,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54342,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54343,ent_turkish_cinema,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
q54344,ent_turkish_tv,T.C. Kültür ve Turizm Bakanlığı / ilgili resmî arşiv,https://www.ktb.gov.tr/,"Türkiye kültürü, coğrafyası, sanat ve tarih"
